Contig,Orthogroup
Mcav_DN34892_c0_g2_i1,OG0011609
Mcav_DN139701_c0_g1_i1,OG0011608
0,OG0046179
0,OG0046178
Mcav_DN214797_c0_g1_i1,OG0002339
Mcav_DN31032_c0_g2_i6,OG0002339
Mcav_DN30139_c0_g1_i2,OG0002338
Mcav_DN35492_c1_g1_i3,OG0002338
Mcav_DN50662_c0_g1_i2,OG0002338
Mcav_DN81147_c0_g1_i4,OG0002338
Mcav_DN30991_c2_g1_i1,OG0011603
Mcav_DN65749_c0_g3_i1,OG0011603
Mcav_DN44583_c0_g1_i2,OG0011602
Mcav_DN151358_c0_g1_i1,OG0011601
Mcav_DN204053_c0_g1_i1,OG0011600
Mcav_DN260080_c0_g1_i1,OG0011600
Mcav_DN225023_c0_g1_i1,OG0011607
Mcav_DN60274_c0_g1_i1,OG0011607
Mcav_DN25400_c1_g2_i1,OG0011606
Mcav_DN117790_c0_g1_i1,OG0011605
Mcav_DN343652_c0_g1_i1,OG0011605
Mcav_DN12140_c1_g2_i1,OG0011604
Mcav_DN117669_c0_g1_i1,OG0000780
Mcav_DN156860_c0_g1_i1,OG0000780
Mcav_DN207476_c0_g1_i1,OG0000780
Mcav_DN211519_c0_g1_i1,OG0000780
Mcav_DN26188_c0_g1_i1,OG0000781
Mcav_DN35842_c0_g1_i4,OG0000781
Mcav_DN3585_c0_g1_i1,OG0000781
Mcav_DN41202_c0_g1_i1,OG0000781
Mcav_DN84849_c0_g1_i1,OG0000781
Mcav_DN85614_c1_g1_i1,OG0000781
Mcav_DN15179_c0_g1_i1,OG0000782
Mcav_DN2575_c0_g1_i7,OG0000782
Mcav_DN2575_c0_g4_i2,OG0000782
Mcav_DN103422_c1_g1_i1,OG0000783
Mcav_DN10439_c0_g1_i1,OG0000783
Mcav_DN51390_c0_g1_i2,OG0000783
Mcav_DN69848_c0_g2_i1,OG0000783
Mcav_DN20052_c0_g2_i1,OG0000784
Mcav_DN246405_c0_g1_i1,OG0000784
Mcav_DN2467_c0_g1_i6,OG0000784
Mcav_DN139_c0_g1_i1,OG0000785
Mcav_DN139_c0_g4_i4,OG0000785
Mcav_DN14038_c0_g2_i2,OG0000785
Mcav_DN33729_c0_g3_i1,OG0000785
Mcav_DN35851_c0_g1_i1,OG0000785
Mcav_DN48055_c1_g1_i1,OG0000785
Mcav_DN10161_c0_g3_i1,OG0000786
Mcav_DN340353_c0_g1_i1,OG0000786
Mcav_DN344920_c0_g1_i1,OG0000786
Mcav_DN16665_c0_g1_i1,OG0000787
Mcav_DN29516_c0_g1_i2,OG0000787
Mcav_DN29516_c0_g2_i3,OG0000787
Mcav_DN40179_c0_g2_i3,OG0000787
Mcav_DN9134_c0_g2_i4,OG0000787
Mcav_DN110826_c0_g2_i1,OG0000788
Mcav_DN113340_c0_g1_i1,OG0000788
Mcav_DN20075_c0_g2_i4,OG0000788
Mcav_DN399663_c0_g1_i1,OG0000788
Mcav_DN414935_c0_g1_i1,OG0000788
Mcav_DN64669_c0_g1_i1,OG0000788
Mcav_DN71578_c0_g1_i1,OG0000788
Mcav_DN71_c1_g1_i1,OG0000788
Mcav_DN243047_c0_g1_i1,OG0000789
Mcav_DN50104_c0_g1_i1,OG0000789
Mcav_DN19896_c0_g1_i5,OG0014543
Mcav_DN20572_c0_g1_i3,OG0014542
Mcav_DN45207_c0_g1_i2,OG0014541
Mcav_DN150201_c0_g1_i1,OG0014540
Mcav_DN22759_c0_g1_i1,OG0014547
Mcav_DN74532_c0_g1_i2,OG0014546
Mcav_DN306353_c0_g1_i1,OG0014545
Mcav_DN8349_c0_g1_i7,OG0014544
Mcav_DN8349_c0_g1_i7,OG0014544
Mcav_DN193681_c0_g1_i1,OG0014549
0,OG0014548
Mcav_DN89641_c0_g1_i1,OG0000876
Mcav_DN148741_c0_g1_i1,OG0000877
Mcav_DN195406_c0_g1_i1,OG0000877
Mcav_DN35596_c0_g1_i4,OG0000877
Mcav_DN1110_c0_g1_i10,OG0000874
Mcav_DN20574_c0_g2_i1,OG0000874
Mcav_DN234_c0_g3_i1,OG0000874
Mcav_DN32507_c0_g1_i6,OG0000874
Mcav_DN39818_c0_g2_i1,OG0000874
Mcav_DN70057_c0_g1_i1,OG0000874
Mcav_DN308335_c0_g1_i1,OG0000875
Mcav_DN3536_c0_g1_i1,OG0000875
Mcav_DN47466_c2_g1_i1,OG0000875
Mcav_DN53461_c0_g1_i1,OG0000875
Mcav_DN20815_c1_g1_i1,OG0000872
Mcav_DN22222_c0_g4_i1,OG0000872
Mcav_DN553_c0_g3_i1,OG0000872
Mcav_DN6742_c0_g1_i5,OG0000872
Mcav_DN43771_c0_g1_i1,OG0000873
Mcav_DN49275_c0_g1_i1,OG0000873
Mcav_DN49275_c1_g1_i1,OG0000873
Mcav_DN228563_c0_g1_i1,OG0000870
Mcav_DN417815_c0_g1_i1,OG0000870
Mcav_DN49115_c0_g1_i1,OG0000870
Mcav_DN7491_c0_g1_i8,OG0000870
Mcav_DN8225_c0_g1_i2,OG0000870
Mcav_DN34461_c0_g1_i1,OG0000871
Mcav_DN391408_c0_g1_i1,OG0042738
Mcav_DN127915_c0_g1_i4,OG0000878
Mcav_DN204132_c0_g1_i1,OG0000878
Mcav_DN394480_c0_g1_i1,OG0000878
Mcav_DN10987_c0_g3_i2,OG0000879
Mcav_DN42352_c0_g2_i2,OG0000879
Mcav_DN47346_c0_g1_i2,OG0000879
Mcav_DN48139_c2_g1_i1,OG0000879
Mcav_DN49658_c1_g1_i1,OG0000879
Mcav_DN9698_c0_g1_i1,OG0023196
0,OG0023197
Mcav_DN74427_c0_g2_i1,OG0023194
Mcav_DN30065_c1_g1_i4,OG0023195
Mcav_DN6649_c1_g1_i1,OG0023192
Mcav_DN16201_c0_g1_i3,OG0004489
Mcav_DN32596_c0_g1_i6,OG0023190
0,OG0023191
Mcav_DN8494_c0_g2_i19,OG0004488
Mcav_DN47777_c1_g1_i1,OG0023198
Mcav_DN388210_c0_g1_i2,OG0023199
0,OG0004487
Mcav_DN46513_c0_g1_i9,OG0022829
Mcav_DN90089_c0_g1_i1,OG0022828
Mcav_DN6362_c0_g1_i1,OG0004486
Mcav_DN244909_c0_g1_i1,OG0022825
0,OG0022824
Mcav_DN74797_c0_g2_i2,OG0022827
Mcav_DN22020_c0_g4_i1,OG0022826
Mcav_DN147983_c0_g1_i1,OG0022821
Mcav_DN317_c0_g2_i1,OG0022820
Mcav_DN43368_c0_g1_i3,OG0022823
0,OG0022822
Mcav_DN242956_c0_g1_i2,OG0029769
Mcav_DN242893_c0_g1_i1,OG0029768
Mcav_DN26569_c0_g1_i1,OG0029768
Mcav_DN2425_c0_g1_i2,OG0029763
Mcav_DN242547_c0_g1_i1,OG0029762
Mcav_DN242498_c0_g1_i2,OG0029761
Mcav_DN293191_c0_g1_i1,OG0029761
Mcav_DN242414_c0_g1_i1,OG0029760
Mcav_DN242849_c0_g1_i1,OG0029767
Mcav_DN304567_c0_g1_i1,OG0029767
Mcav_DN73835_c1_g1_i1,OG0029767
Mcav_DN242782_c0_g1_i3,OG0029766
Mcav_DN242769_c0_g1_i1,OG0029765
Mcav_DN242728_c0_g1_i2,OG0029764
Mcav_DN57253_c0_g1_i2,OG0029764
Mcav_DN22918_c0_g1_i3,OG0016378
0,OG0016379
Mcav_DN31044_c0_g1_i1,OG0016372
Mcav_DN163170_c0_g1_i1,OG0016373
Mcav_DN423598_c0_g1_i1,OG0016373
Mcav_DN5792_c0_g2_i5,OG0016373
Mcav_DN16922_c0_g1_i2,OG0016370
Mcav_DN58772_c0_g1_i1,OG0016370
0,OG0016371
Mcav_DN54631_c0_g1_i4,OG0016376
Mcav_DN28140_c0_g1_i3,OG0016377
Mcav_DN199936_c0_g1_i1,OG0016374
Mcav_DN25874_c0_g2_i3,OG0016375
Mcav_DN39860_c0_g1_i2,OG0015632
0,OG0015633
Mcav_DN45385_c0_g1_i1,OG0015630
Mcav_DN4909_c0_g1_i1,OG0015631
Mcav_DN327843_c0_g1_i1,OG0015636
Mcav_DN13903_c0_g1_i5,OG0015637
Mcav_DN32810_c0_g2_i2,OG0015637
0,OG0015634
0,OG0015635
0,OG0046827
0,OG0046826
0,OG0015638
Mcav_DN9702_c0_g1_i2,OG0015639
Mcav_DN9702_c0_g2_i7,OG0015639
0,OG0046823
0,OG0046822
0,OG0046821
0,OG0046820
0,OG0026348
Mcav_DN26121_c0_g1_i35,OG0026349
0,OG0026340
Mcav_DN199109_c0_g1_i1,OG0026341
Mcav_DN78495_c0_g1_i2,OG0026342
0,OG0026343
0,OG0026344
0,OG0026345
Mcav_DN9685_c0_g2_i2,OG0026346
0,OG0026347
Mcav_DN12811_c0_g1_i7,OG0025699
Mcav_DN28572_c0_g3_i1,OG0025699
0,OG0025698
0,OG0025693
Mcav_DN33790_c0_g2_i1,OG0025692
Mcav_DN126956_c0_g1_i2,OG0025691
Mcav_DN124764_c0_g1_i1,OG0025690
0,OG0025697
0,OG0025696
Mcav_DN15091_c0_g1_i4,OG0025695
0,OG0025694
Mcav_DN3969_c0_g1_i3,OG0017779
Mcav_DN5531_c0_g1_i3,OG0017779
Mcav_DN137944_c0_g1_i2,OG0017778
Mcav_DN5876_c0_g1_i1,OG0017775
Mcav_DN195849_c0_g1_i1,OG0017774
Mcav_DN8992_c0_g1_i3,OG0017777
Mcav_DN202177_c0_g1_i1,OG0017776
Mcav_DN35685_c0_g1_i5,OG0017771
Mcav_DN295695_c0_g1_i1,OG0017770
Mcav_DN72778_c0_g2_i1,OG0017773
Mcav_DN153573_c0_g1_i1,OG0017772
Mcav_DN247266_c0_g1_i1,OG0017772
Mcav_DN295108_c0_g1_i1,OG0025652
Mcav_DN118817_c0_g1_i1,OG0028419
Mcav_DN343039_c0_g1_i1,OG0023448
Mcav_DN387294_c0_g1_i3,OG0023449
Mcav_DN156029_c0_g1_i1,OG0023444
Mcav_DN21483_c0_g1_i2,OG0023445
Mcav_DN61708_c0_g1_i1,OG0023446
Mcav_DN57644_c0_g2_i5,OG0023447
Mcav_DN291575_c0_g1_i1,OG0023440
Mcav_DN2655_c0_g1_i12,OG0023441
Mcav_DN34642_c0_g1_i1,OG0023442
Mcav_DN49823_c0_g1_i17,OG0023443
0,OG0006429
Mcav_DN69860_c0_g1_i2,OG0022319
0,OG0022318
Mcav_DN12918_c1_g1_i1,OG0022317
Mcav_DN92760_c0_g1_i1,OG0022316
Mcav_DN260682_c0_g1_i1,OG0022315
Mcav_DN969_c1_g1_i6,OG0006428
Mcav_DN4328_c0_g1_i1,OG0022313
Mcav_DN42073_c0_g3_i1,OG0022312
Mcav_DN342321_c0_g1_i1,OG0022311
Mcav_DN84700_c0_g1_i6,OG0022310
Mcav_DN13662_c0_g1_i1,OG0006425
Mcav_DN16214_c0_g3_i1,OG0006425
Mcav_DN18909_c0_g1_i14,OG0024874
Mcav_DN271469_c0_g1_i1,OG0024875
Mcav_DN19942_c0_g1_i2,OG0024876
Mcav_DN17263_c0_g1_i11,OG0006424
Mcav_DN27103_c0_g3_i1,OG0006424
Mcav_DN78370_c0_g1_i1,OG0024870
Mcav_DN18249_c0_g4_i1,OG0024871
Mcav_DN36557_c0_g1_i2,OG0024872
0,OG0024873
Mcav_DN5055_c0_g1_i12,OG0024878
Mcav_DN58769_c0_g1_i1,OG0024879
Mcav_DN198211_c0_g1_i1,OG0038896
0,OG0019638
0,OG0019639
0,OG0019636
0,OG0019637
0,OG0019634
0,OG0019635
0,OG0019632
0,OG0019633
0,OG0019630
0,OG0019631
Mcav_DN23397_c0_g1_i1,OG0024250
Mcav_DN226165_c0_g1_i1,OG0024251
Mcav_DN18779_c0_g1_i2,OG0024252
Mcav_DN25529_c0_g2_i1,OG0024253
Mcav_DN38038_c0_g2_i2,OG0024254
Mcav_DN78583_c0_g2_i1,OG0024255
Mcav_DN27634_c0_g2_i2,OG0024256
Mcav_DN89907_c0_g1_i2,OG0024257
Mcav_DN15534_c0_g1_i2,OG0024258
Mcav_DN21033_c0_g3_i1,OG0024259
0,OG0047069
Mcav_DN28254_c0_g2_i4,OG0030123
Mcav_DN2719_c0_g2_i1,OG0004155
Mcav_DN2719_c0_g3_i1,OG0004155
Mcav_DN2818_c0_g2_i1,OG0030121
Mcav_DN28169_c0_g1_i2,OG0030120
Mcav_DN28496_c0_g2_i1,OG0030127
Mcav_DN283584_c0_g1_i1,OG0030126
Mcav_DN28320_c0_g1_i1,OG0030125
Mcav_DN3761_c0_g1_i8,OG0004154
Mcav_DN285608_c0_g1_i1,OG0030129
Mcav_DN28531_c0_g1_i11,OG0030128
Mcav_DN6606_c0_g2_i5,OG0004157
Mcav_DN925_c0_g1_i2,OG0004157
Mcav_DN17269_c0_g1_i1,OG0038354
Mcav_DN17281_c0_g1_i2,OG0038355
Mcav_DN172933_c0_g1_i2,OG0038356
Mcav_DN25596_c0_g1_i12,OG0004156
Mcav_DN172494_c0_g1_i1,OG0038350
Mcav_DN172550_c0_g1_i1,OG0038351
Mcav_DN78834_c0_g1_i2,OG0038351
Mcav_DN17265_c0_g2_i1,OG0038352
Mcav_DN17268_c1_g1_i2,OG0038353
Mcav_DN5071_c0_g2_i1,OG0004151
Mcav_DN1730_c1_g1_i1,OG0038358
Mcav_DN17319_c0_g1_i3,OG0038359
Mcav_DN18925_c0_g1_i1,OG0004150
Mcav_DN18925_c0_g3_i1,OG0004150
Mcav_DN47414_c0_g1_i1,OG0004150
Mcav_DN56326_c0_g5_i1,OG0004150
Mcav_DN21618_c0_g1_i2,OG0039407
Mcav_DN21611_c0_g1_i1,OG0039406
Mcav_DN21607_c0_g1_i2,OG0039405
Mcav_DN21605_c0_g2_i1,OG0039404
Mcav_DN216045_c0_g1_i1,OG0039403
Mcav_DN355797_c0_g1_i1,OG0039403
Mcav_DN361773_c0_g1_i1,OG0004153
Mcav_DN21601_c0_g1_i1,OG0039401
Mcav_DN21587_c0_g1_i1,OG0039400
0,OG0047060
Mcav_DN12631_c0_g1_i19,OG0004152
Mcav_DN28562_c0_g1_i11,OG0004152
Mcav_DN216207_c0_g1_i1,OG0039409
Mcav_DN2161_c0_g2_i2,OG0039408
0,OG0047062
0,OG0047063
Mcav_DN26102_c0_g4_i1,OG0040359
Mcav_DN26097_c0_g1_i8,OG0040358
Mcav_DN250977_c0_g1_i1,OG0021758
Mcav_DN48069_c0_g1_i1,OG0021759
Mcav_DN43971_c0_g2_i1,OG0021756
Mcav_DN864_c0_g4_i3,OG0021757
Mcav_DN20424_c0_g1_i1,OG0021754
Mcav_DN27548_c0_g1_i1,OG0021755
Mcav_DN398908_c0_g1_i1,OG0021752
Mcav_DN242361_c0_g1_i1,OG0021753
Mcav_DN246339_c0_g1_i1,OG0021750
Mcav_DN117356_c0_g1_i1,OG0021751
0,OG0015199
Mcav_DN129548_c1_g1_i1,OG0015198
Mcav_DN15620_c0_g1_i4,OG0015197
Mcav_DN20892_c0_g1_i9,OG0015196
Mcav_DN54200_c0_g1_i1,OG0015196
Mcav_DN292836_c0_g1_i1,OG0015195
Mcav_DN39778_c0_g2_i6,OG0015194
0,OG0015193
Mcav_DN84773_c0_g1_i1,OG0015192
Mcav_DN30009_c0_g1_i3,OG0015191
Mcav_DN155357_c0_g1_i1,OG0015190
Mcav_DN84936_c0_g1_i6,OG0027754
Mcav_DN199636_c0_g1_i1,OG0027755
Mcav_DN6858_c0_g1_i3,OG0027756
Mcav_DN203171_c0_g1_i1,OG0027757
Mcav_DN137897_c0_g1_i1,OG0027750
Mcav_DN25629_c0_g1_i3,OG0027751
Mcav_DN13276_c0_g1_i1,OG0027752
Mcav_DN343159_c0_g1_i1,OG0027753
Mcav_DN110923_c0_g1_i1,OG0027758
Mcav_DN410872_c0_g1_i1,OG0027759
Mcav_DN35324_c0_g4_i1,OG0027800
0,OG0046386
Mcav_DN18916_c0_g1_i1,OG0027801
Mcav_DN389039_c0_g1_i1,OG0027802
Mcav_DN62266_c0_g1_i11,OG0031652
Mcav_DN62266_c0_g2_i2,OG0031652
Mcav_DN62266_c1_g1_i1,OG0031652
Mcav_DN62309_c0_g1_i2,OG0031653
Mcav_DN62225_c0_g1_i1,OG0031650
Mcav_DN62225_c0_g2_i2,OG0031650
Mcav_DN145830_c0_g1_i1,OG0027803
Mcav_DN62497_c0_g2_i11,OG0031656
Mcav_DN62592_c0_g1_i9,OG0031657
Mcav_DN6243_c0_g1_i1,OG0031654
Mcav_DN6246_c0_g1_i2,OG0031655
Mcav_DN11608_c0_g1_i1,OG0027804
Mcav_DN62610_c1_g1_i1,OG0031658
Mcav_DN62618_c0_g1_i2,OG0031659
Mcav_DN117148_c0_g2_i1,OG0036608
Mcav_DN117150_c0_g2_i1,OG0036609
Mcav_DN100463_c0_g1_i1,OG0027805
Mcav_DN146825_c0_g1_i1,OG0037557
Mcav_DN146808_c0_g1_i1,OG0037556
Mcav_DN146786_c0_g1_i1,OG0037555
Mcav_DN14673_c0_g1_i2,OG0037554
Mcav_DN146699_c0_g1_i2,OG0037553
Mcav_DN194933_c0_g1_i1,OG0027806
Mcav_DN146681_c0_g1_i1,OG0037551
Mcav_DN146675_c0_g1_i1,OG0037550
Mcav_DN94491_c0_g2_i1,OG0027807
Mcav_DN146842_c0_g1_i1,OG0037559
Mcav_DN146826_c0_g1_i1,OG0037558
Mcav_DN26173_c1_g1_i1,OG0040376
Mcav_DN52143_c0_g1_i5,OG0031388
Mcav_DN52245_c0_g1_i1,OG0031389
Mcav_DN51895_c0_g1_i1,OG0031380
Mcav_DN51922_c0_g1_i1,OG0031381
Mcav_DN51938_c0_g1_i1,OG0031382
Mcav_DN51956_c0_g2_i1,OG0031383
Mcav_DN51964_c0_g1_i1,OG0031384
Mcav_DN5196_c0_g1_i1,OG0031385
Mcav_DN52065_c0_g1_i2,OG0031386
Mcav_DN520_c1_g3_i1,OG0031387
Mcav_DN181041_c0_g1_i1,OG0020401
Mcav_DN119273_c0_g1_i1,OG0020400
Mcav_DN200294_c0_g1_i2,OG0020403
Mcav_DN24828_c0_g1_i1,OG0020402
0,OG0020405
Mcav_DN1376_c0_g1_i2,OG0020404
0,OG0020407
0,OG0020406
Mcav_DN18360_c0_g1_i1,OG0020409
Mcav_DN4520_c0_g1_i1,OG0020408
0,OG0046183
Mcav_DN4039_c0_g3_i1,OG0015164
0,OG0026807
0,OG0026806
Mcav_DN118608_c0_g1_i2,OG0026805
0,OG0026804
0,OG0026803
0,OG0026802
Mcav_DN58206_c0_g1_i2,OG0026801
0,OG0026800
0,OG0026809
0,OG0026808
0,OG0046387
Mcav_DN3160_c0_g8_i1,OG0041419
Mcav_DN342776_c0_g1_i1,OG0041933
Mcav_DN48766_c0_g1_i1,OG0005549
Mcav_DN88231_c0_g1_i4,OG0005548
Mcav_DN88231_c0_g2_i4,OG0005548
Mcav_DN129857_c0_g2_i1,OG0005545
Mcav_DN22679_c0_g3_i3,OG0005544
Mcav_DN128609_c0_g1_i3,OG0005547
Mcav_DN72710_c0_g1_i3,OG0005546
Mcav_DN1880_c2_g1_i2,OG0005541
Mcav_DN14886_c0_g1_i3,OG0005540
Mcav_DN17285_c0_g1_i1,OG0005543
Mcav_DN62016_c0_g1_i1,OG0005543
Mcav_DN290929_c0_g1_i3,OG0005542
Mcav_DN65852_c0_g1_i13,OG0005542
Mcav_DN1191_c0_g1_i12,OG0001259
Mcav_DN17356_c0_g3_i1,OG0001259
Mcav_DN28219_c2_g3_i2,OG0001259
Mcav_DN33086_c0_g1_i1,OG0001259
Mcav_DN33316_c0_g3_i1,OG0001259
Mcav_DN50228_c0_g1_i2,OG0001259
Mcav_DN76868_c0_g1_i1,OG0001259
Mcav_DN79699_c0_g1_i1,OG0001259
Mcav_DN31506_c0_g1_i1,OG0001258
Mcav_DN38752_c0_g1_i1,OG0001258
Mcav_DN47035_c0_g1_i1,OG0001258
Mcav_DN52482_c0_g1_i1,OG0001258
Mcav_DN13538_c0_g1_i1,OG0001255
Mcav_DN38645_c0_g1_i1,OG0001255
Mcav_DN2140_c0_g1_i5,OG0001254
Mcav_DN26872_c2_g1_i1,OG0001254
Mcav_DN279399_c0_g1_i1,OG0001254
Mcav_DN371181_c0_g1_i1,OG0001254
Mcav_DN39267_c0_g2_i2,OG0001254
Mcav_DN594_c0_g1_i8,OG0001254
Mcav_DN59561_c0_g1_i2,OG0001254
Mcav_DN59561_c1_g1_i2,OG0001254
Mcav_DN9146_c0_g1_i3,OG0001254
Mcav_DN7328_c0_g2_i1,OG0001257
Mcav_DN9102_c0_g1_i10,OG0001257
Mcav_DN99845_c0_g1_i1,OG0001257
Mcav_DN99845_c1_g1_i2,OG0001257
Mcav_DN102861_c0_g1_i1,OG0001256
Mcav_DN119355_c0_g1_i3,OG0001256
Mcav_DN212410_c0_g1_i1,OG0001256
Mcav_DN58012_c0_g2_i1,OG0001256
Mcav_DN63906_c0_g1_i4,OG0001256
Mcav_DN10260_c0_g1_i1,OG0001251
Mcav_DN3427_c0_g4_i1,OG0001251
Mcav_DN11292_c0_g1_i5,OG0001250
Mcav_DN143622_c0_g1_i10,OG0001253
Mcav_DN29307_c1_g1_i1,OG0001253
Mcav_DN46896_c1_g1_i4,OG0001253
Mcav_DN63638_c0_g2_i2,OG0001253
Mcav_DN13649_c0_g1_i2,OG0001252
Mcav_DN25569_c0_g1_i4,OG0001252
Mcav_DN61515_c0_g1_i1,OG0001252
Mcav_DN61515_c0_g4_i1,OG0001252
Mcav_DN309226_c0_g1_i1,OG0025868
0,OG0025869
0,OG0025864
0,OG0025865
Mcav_DN1701_c0_g1_i1,OG0025866
Mcav_DN2942_c0_g1_i14,OG0025867
Mcav_DN201470_c0_g1_i1,OG0025860
Mcav_DN4939_c0_g2_i8,OG0025861
Mcav_DN194300_c0_g1_i1,OG0025862
0,OG0025863
Mcav_DN255514_c0_g1_i1,OG0040249
Mcav_DN41812_c0_g1_i5,OG0043169
Mcav_DN261479_c0_g1_i1,OG0040370
Mcav_DN268967_c0_g1_i1,OG0040370
Mcav_DN9727_c0_g2_i1,OG0034344
Mcav_DN31088_c0_g1_i1,OG0034285
Mcav_DN13138_c0_g1_i1,OG0018226
Mcav_DN13201_c0_g1_i1,OG0018227
Mcav_DN13117_c1_g1_i1,OG0018224
Mcav_DN131292_c0_g1_i1,OG0018225
Mcav_DN311166_c0_g1_i1,OG0018225
Mcav_DN396468_c0_g1_i1,OG0018225
Mcav_DN13106_c0_g2_i3,OG0018222
Mcav_DN42980_c0_g1_i1,OG0018222
Mcav_DN131133_c0_g2_i1,OG0018223
Mcav_DN22053_c0_g1_i2,OG0018223
Mcav_DN130873_c0_g1_i2,OG0018220
Mcav_DN131043_c0_g1_i1,OG0018221
Mcav_DN156964_c0_g1_i1,OG0007949
Mcav_DN399928_c0_g1_i1,OG0007949
Mcav_DN13382_c0_g1_i2,OG0007948
Mcav_DN26530_c1_g1_i1,OG0007948
Mcav_DN132062_c0_g1_i1,OG0018228
Mcav_DN13235_c0_g1_i2,OG0018229
0,OG0034342
Mcav_DN130367_c0_g1_i1,OG0016784
Mcav_DN78290_c0_g1_i1,OG0016784
0,OG0034149
Mcav_DN56872_c0_g2_i1,OG0034148
Mcav_DN15372_c0_g1_i6,OG0034145
Mcav_DN82712_c0_g1_i2,OG0034144
0,OG0034147
0,OG0034146
Mcav_DN18348_c0_g1_i24,OG0034141
0,OG0034140
Mcav_DN9330_c0_g2_i1,OG0034143
0,OG0034142
0,OG0016783
Mcav_DN392935_c0_g1_i1,OG0042787
Mcav_DN30003_c0_g2_i1,OG0016782
Mcav_DN41807_c0_g1_i2,OG0043168
Mcav_DN392873_c0_g1_i1,OG0042785
Mcav_DN26159_c0_g1_i4,OG0040373
Mcav_DN308272_c0_g1_i1,OG0041321
Mcav_DN30822_c0_g1_i4,OG0041320
Mcav_DN30836_c0_g1_i3,OG0041323
Mcav_DN40348_c0_g1_i5,OG0019179
Mcav_DN40307_c0_g1_i4,OG0019178
Mcav_DN30829_c0_g1_i3,OG0041322
Mcav_DN3996_c0_g2_i2,OG0019171
Mcav_DN49940_c0_g1_i8,OG0019171
Mcav_DN3992_c0_g1_i1,OG0019170
Mcav_DN40072_c0_g1_i7,OG0019173
Mcav_DN39975_c0_g2_i5,OG0019172
Mcav_DN4015_c0_g1_i2,OG0019175
Mcav_DN40088_c0_g1_i1,OG0019174
Mcav_DN402954_c0_g1_i1,OG0019177
Mcav_DN402900_c0_g1_i1,OG0019176
Mcav_DN87208_c1_g1_i1,OG0019176
Mcav_DN309096_c0_g1_i1,OG0041327
Mcav_DN30878_c0_g2_i1,OG0041326
Mcav_DN309180_c0_g1_i1,OG0041329
Mcav_DN30914_c0_g1_i8,OG0041328
Mcav_DN45391_c0_g1_i3,OG0043473
Mcav_DN45389_c0_g2_i1,OG0043472
Mcav_DN45387_c0_g1_i1,OG0043471
Mcav_DN45373_c0_g1_i2,OG0043470
Mcav_DN45421_c0_g1_i3,OG0043477
Mcav_DN45417_c0_g1_i1,OG0043476
Mcav_DN45416_c0_g2_i2,OG0043475
Mcav_DN45396_c0_g1_i2,OG0043474
Mcav_DN45424_c0_g3_i1,OG0043479
Mcav_DN45422_c0_g1_i1,OG0043478
Mcav_DN29638_c0_g2_i2,OG0030248
Mcav_DN29642_c0_g1_i3,OG0030249
Mcav_DN29602_c0_g2_i1,OG0030242
Mcav_DN296035_c0_g1_i1,OG0030243
Mcav_DN41128_c0_g1_i1,OG0030243
Mcav_DN295829_c0_g1_i1,OG0030240
Mcav_DN295989_c0_g1_i1,OG0030241
Mcav_DN296245_c0_g1_i1,OG0030246
Mcav_DN296378_c0_g1_i1,OG0030247
Mcav_DN51573_c0_g2_i1,OG0030247
Mcav_DN296054_c0_g1_i1,OG0030244
Mcav_DN29612_c0_g1_i2,OG0030245
Mcav_DN29612_c0_g2_i1,OG0030245
Mcav_DN90313_c0_g1_i1,OG0045830
0,OG0009304
Mcav_DN9039_c0_g1_i1,OG0045832
Mcav_DN23737_c0_g1_i1,OG0002238
Mcav_DN47442_c0_g1_i10,OG0002238
Mcav_DN2972_c0_g2_i1,OG0002239
Mcav_DN62228_c1_g4_i1,OG0002239
Mcav_DN70440_c0_g1_i1,OG0002239
0,OG0002236
Mcav_DN21553_c1_g1_i7,OG0002237
Mcav_DN2790_c0_g1_i1,OG0002237
Mcav_DN335947_c0_g1_i1,OG0002234
Mcav_DN410534_c0_g1_i2,OG0002235
Mcav_DN424453_c0_g1_i1,OG0002232
Mcav_DN22901_c0_g1_i1,OG0002233
Mcav_DN3427_c0_g1_i1,OG0002233
Mcav_DN79296_c0_g1_i2,OG0002233
Mcav_DN79296_c0_g2_i1,OG0002233
Mcav_DN21220_c0_g1_i1,OG0002230
Mcav_DN337623_c0_g1_i1,OG0002230
Mcav_DN78247_c0_g2_i2,OG0002230
Mcav_DN145423_c0_g1_i1,OG0002231
Mcav_DN5727_c0_g2_i1,OG0002231
Mcav_DN5727_c0_g4_i1,OG0002231
Mcav_DN243892_c0_g1_i1,OG0021419
Mcav_DN19174_c0_g1_i1,OG0021418
Mcav_DN9082_c0_g1_i9,OG0045838
Mcav_DN20060_c0_g1_i3,OG0021411
Mcav_DN11247_c0_g1_i1,OG0021410
0,OG0021413
Mcav_DN117095_c0_g1_i2,OG0021412
Mcav_DN46893_c0_g2_i1,OG0021415
Mcav_DN140597_c0_g1_i5,OG0021414
0,OG0021417
Mcav_DN23992_c0_g1_i1,OG0021416
Mcav_DN11943_c0_g1_i2,OG0036754
Mcav_DN35729_c0_g1_i9,OG0042247
Mcav_DN49721_c0_g1_i1,OG0043781
Mcav_DN49652_c0_g2_i1,OG0043780
0,OG0034026
Mcav_DN49734_c0_g1_i2,OG0043783
Mcav_DN202628_c0_g1_i1,OG0004999
Mcav_DN31984_c2_g1_i1,OG0004999
