Orthogroup,Ofav_contig
OG0011082,XP_020603827.1
OG0011083,XP_020607684.1
OG0011084,XP_020622721.1
OG0011085,XP_020622687.1
OG0011086,XP_020609440.1
OG0011087,XP_020608234.1
OG0011088,XP_020607475.1
OG0011089,XP_020611743.1
OG0011090,XP_020616348.1
OG0011091,XP_020602932.1
OG0011092,XP_020608079.1
OG0011093,XP_020632741.1
OG0011094,XP_020621519.1
OG0011095,XP_020626464.1
OG0011096,XP_020626791.1
OG0011097,XP_020607850.1
OG0011098,XP_020624506.1
OG0011099,"XP_020602093.1, XP_020602104.1"
OG0011100,
OG0011101,XP_020621878.1
OG0011102,XP_020622951.1
OG0011103,XP_020626303.1
OG0011104,XP_020603479.1
OG0011105,"XP_020603170.1, XP_020603179.1"
OG0011106,
OG0011107,XP_020613613.1
OG0011108,"XP_020605250.1, XP_020605252.1"
OG0011109,XP_020617360.1
OG0011110,XP_020626512.1
OG0011111,XP_020626770.1
OG0011112,
OG0011113,XP_020627550.1
OG0011114,XP_020611290.1
OG0011115,XP_020631101.1
OG0011116,XP_020620230.1
OG0011117,XP_020619768.1
OG0011118,XP_020619762.1
OG0011119,XP_020618016.1
OG0011120,XP_020613621.1
OG0011121,XP_020608723.1
OG0011122,XP_020619180.1
OG0011123,XP_020623290.1
OG0011124,XP_020629884.1
OG0011125,XP_020612290.1
OG0011126,"XP_020622643.1, XP_020623397.1"
OG0011127,
OG0011128,
OG0011129,
OG0011130,
OG0011131,XP_020628832.1
OG0011132,"XP_020606066.1, XP_020632859.1"
OG0011133,
OG0011134,
OG0011135,
OG0011136,
OG0011137,XP_020619121.1
OG0011138,
OG0011139,XP_020605857.1
OG0011140,
OG0011141,XP_020624249.1
OG0011142,
OG0011143,XP_020622691.1
OG0011144,
OG0011145,XP_020608032.1
OG0011146,
OG0011147,XP_020620970.1
OG0011148,
OG0011149,
OG0011150,XP_020627585.1
OG0011151,XP_020613363.1
OG0011152,
OG0011153,
OG0011154,XP_020608816.1
OG0011155,XP_020622323.1
OG0011156,
OG0011157,XP_020618510.1
OG0011158,XP_020608812.1
OG0011159,XP_020621134.1
OG0011160,
OG0011161,
OG0011162,XP_020617467.1
OG0011163,
OG0011164,XP_020614773.1
OG0011165,
OG0011166,XP_020601516.1
OG0011167,"XP_020613500.1, XP_020618281.1"
OG0011168,
OG0011169,"XP_020606424.1, XP_020613955.1"
OG0011170,XP_020626842.1
OG0011171,
OG0011172,XP_020629522.1
OG0011173,XP_020600565.1
OG0011174,XP_020602943.1
OG0011175,XP_020622218.1
OG0011176,
OG0011177,XP_020617699.1
OG0011178,XP_020620243.1
OG0011179,
OG0011180,
OG0011181,
OG0011182,XP_020630315.1
OG0011183,XP_020623611.1
OG0011184,XP_020602584.1
OG0011185,"XP_020603091.1, XP_020603095.1, XP_020603097.1, XP_020603098.1"
OG0011186,
OG0011187,XP_020611619.1
OG0011188,"XP_020625323.1, XP_020625364.1"
OG0011189,
OG0011190,
OG0011191,XP_020611400.1
OG0011192,
OG0011193,XP_020624970.1
OG0011194,XP_020606528.1
OG0011195,"XP_020606015.1, XP_020620313.1"
OG0011196,XP_020621869.1
OG0011197,
OG0011198,
OG0011199,XP_020624411.1
OG0011200,
OG0011201,"XP_020600767.1, XP_020600774.1"
OG0011202,XP_020626737.1
OG0011203,XP_020605354.1
OG0011204,XP_020619534.1
OG0011205,XP_020619503.1
OG0011206,XP_020619518.1
OG0011207,"XP_020632070.1, XP_020632210.1"
OG0011208,XP_020609900.1
OG0011209,XP_020632060.1
OG0011210,
OG0011211,
OG0011212,XP_020626607.1
OG0011213,XP_020626615.1
OG0011214,
OG0011215,"XP_020618524.1, XP_020618527.1"
OG0011216,"XP_020617605.1, XP_020617608.1"
OG0011217,
OG0011218,XP_020605038.1
OG0011219,"XP_020617125.1, XP_020617130.1"
OG0011220,"XP_020604110.1, XP_020604161.1"
OG0011221,XP_020624212.1
OG0011222,XP_020607824.1
OG0011223,XP_020607348.1
OG0011224,XP_020627768.1
OG0011225,XP_020608587.1
OG0011226,
OG0011227,XP_020609151.1
OG0011228,"XP_020615314.1, XP_020615331.1"
OG0011229,"XP_020628481.1, XP_020628547.1"
OG0011230,"XP_020628435.1, XP_020628495.1"
OG0011231,XP_020601338.1
OG0011232,XP_020621440.1
OG0011233,XP_020631440.1
OG0011234,XP_020611567.1
OG0011235,XP_020611472.1
OG0011236,XP_020625036.1
OG0011237,
OG0011238,XP_020601020.1
OG0011239,
OG0011240,XP_020629166.1
OG0011241,XP_020629189.1
OG0011242,"XP_020618751.1, XP_020620420.1, XP_020620653.1, XP_020620812.1"
OG0011243,XP_020631051.1
OG0011244,
OG0011245,XP_020602823.1
OG0011246,XP_020602500.1
OG0011247,
OG0011248,"XP_020616287.1, XP_020617042.1"
OG0011249,"XP_020616988.1, XP_020617006.1"
OG0011250,XP_020616996.1
OG0011251,
OG0011252,XP_020608378.1
OG0011253,
OG0011254,XP_020600951.1
OG0011255,
OG0011256,XP_020616060.1
OG0011257,
OG0011258,"XP_020614149.1, XP_020621529.1, XP_020621535.1"
OG0011259,"XP_020603761.1, XP_020603789.1"
OG0011260,
OG0011261,XP_020618321.1
OG0011262,XP_020627800.1
OG0011263,
OG0011264,
OG0011265,XP_020627015.1
OG0011266,XP_020614859.1
OG0011267,
OG0011268,XP_020620675.1
OG0011269,XP_020627230.1
OG0011270,XP_020624876.1
OG0011271,XP_020624862.1
OG0011272,
OG0011273,
OG0011274,XP_020607932.1
OG0011275,"XP_020625362.1, XP_020632649.1"
OG0011276,XP_020632502.1
OG0011277,
OG0011278,XP_020608546.1
OG0011279,XP_020625688.1
OG0011280,"XP_020632488.1, XP_020632493.1"
OG0011281,"XP_020627134.1, XP_020627135.1"
OG0011282,"XP_020610996.1, XP_020610998.1"
OG0011283,XP_020624115.1
OG0011284,
OG0011285,"XP_020614474.1, XP_020614498.1"
OG0011286,XP_020612727.1
OG0011287,XP_020618498.1
OG0011288,"XP_020605895.1, XP_020605896.1"
OG0011289,"XP_020601927.1, XP_020629087.1"
OG0011290,"XP_020629066.1, XP_020629073.1"
OG0011291,XP_020612404.1
OG0011292,XP_020627303.1
OG0011293,XP_020609227.1
OG0011294,XP_020609201.1
OG0011295,XP_020616213.1
OG0011296,"XP_020608001.1, XP_020608003.1"
OG0011297,XP_020622815.1
OG0011298,XP_020622871.1
OG0011299,"XP_020602664.1, XP_020606418.1"
OG0011300,
OG0011301,
OG0011302,"XP_020601903.1, XP_020601912.1"
OG0011303,"XP_020601878.1, XP_020625452.1"
OG0011304,XP_020615149.1
OG0011305,"XP_020627584.1, XP_020627601.1"
OG0011306,XP_020610399.1
OG0011307,"XP_020606296.1, XP_020610558.1"
OG0011308,"XP_020624575.1, XP_020624592.1"
OG0011309,
OG0011310,XP_020629328.1
OG0011311,XP_020604535.1
OG0011312,XP_020623962.1
OG0011313,
OG0011314,XP_020610318.1
OG0011315,XP_020612355.1
OG0011316,"XP_020606364.1, XP_020627148.1"
OG0011317,XP_020614713.1
OG0011318,XP_020602551.1
OG0011319,XP_020630335.1
OG0011320,XP_020629271.1
OG0011321,
OG0011322,XP_020603043.1
OG0011323,XP_020617431.1
OG0011324,"XP_020609412.1, XP_020609413.1"
OG0011325,"XP_020605167.1, XP_020605168.1, XP_020605170.1, XP_020625704.1"
OG0011326,XP_020628385.1
OG0011327,XP_020621606.1
OG0011328,XP_020603171.1
OG0011329,
OG0011330,
OG0011331,
OG0011332,"XP_020606776.1, XP_020606843.1"
OG0011333,XP_020631426.1
OG0011334,
OG0011335,
OG0011336,XP_020624492.1
OG0011337,XP_020618348.1
OG0011338,XP_020618032.1
OG0011339,"XP_020617951.1, XP_020618187.1"
OG0011340,XP_020617869.1
OG0011341,XP_020612709.1
OG0011342,XP_020602674.1
OG0011343,XP_020602623.1
OG0011344,"XP_020606004.1, XP_020606030.1"
OG0011345,"XP_020606031.1, XP_020606032.1"
OG0011346,XP_020617901.1
OG0011347,"XP_020623494.1, XP_020623495.1, XP_020623596.1"
OG0011348,XP_020614401.1
OG0011349,XP_020614456.1
OG0011350,XP_020622963.1
OG0011351,
OG0011352,XP_020626383.1
OG0011353,
OG0011354,"XP_020602358.1, XP_020623675.1, XP_020624274.1"
OG0011355,XP_020625505.1
OG0011356,XP_020616336.1
OG0011357,XP_020608680.1
OG0011358,XP_020608706.1
OG0011359,XP_020606924.1
OG0011360,XP_020610223.1
OG0011361,"XP_020612204.1, XP_020613064.1, XP_020628682.1, XP_020630876.1"
OG0011362,"XP_020604527.1, XP_020604528.1"
OG0011363,XP_020606376.1
OG0011364,
OG0011365,XP_020624465.1
OG0011366,XP_020620808.1
OG0011367,XP_020622264.1
OG0011368,XP_020625519.1
OG0011369,XP_020609299.1
OG0011370,"XP_020631810.1, XP_020631812.1"
OG0011371,XP_020609797.1
OG0011372,
OG0011373,XP_020623466.1
OG0011374,
OG0011375,XP_020621750.1
OG0011376,XP_020621255.1
OG0011377,XP_020602688.1
OG0011378,XP_020624037.1
OG0011379,XP_020624026.1
OG0011380,"XP_020604827.1, XP_020618501.1"
OG0011381,XP_020604279.1
OG0011382,"XP_020603241.1, XP_020603294.1"
OG0011383,XP_020618689.1
OG0011384,"XP_020618595.1, XP_020618596.1"
OG0011385,XP_020602659.1
OG0011386,XP_020602723.1
OG0011387,XP_020609939.1
OG0011388,XP_020625240.1
OG0011389,XP_020625206.1
OG0011390,
OG0011391,XP_020606357.1
OG0011392,XP_020611957.1
OG0011393,XP_020605155.1
OG0011394,XP_020632746.1
OG0011395,"XP_020621692.1, XP_020623834.1"
OG0011396,XP_020626047.1
OG0011397,XP_020611602.1
OG0011398,XP_020630844.1
OG0011399,XP_020621469.1
OG0011400,XP_020630904.1
OG0011401,XP_020617898.1
OG0011402,"XP_020613815.1, XP_020618515.1"
OG0011403,"XP_020629125.1, XP_020629131.1"
OG0011404,XP_020628733.1
OG0011405,XP_020624081.1
OG0011406,"XP_020614121.1, XP_020614308.1"
OG0011407,"XP_020609296.1, XP_020632317.1"
OG0011408,
OG0011409,XP_020624985.1
OG0011410,XP_020608360.1
OG0011411,"XP_020608330.1, XP_020608457.1"
OG0011412,"XP_020632100.1, XP_020632102.1"
OG0011413,XP_020618065.1
OG0011414,
OG0011415,"XP_020602724.1, XP_020602725.1"
OG0011416,XP_020624121.1
OG0011417,XP_020626241.1
OG0011418,XP_020626420.1
OG0011419,XP_020632591.1
OG0011420,XP_020621506.1
OG0011421,
OG0011422,XP_020600591.1
OG0011423,
OG0011424,XP_020620627.1
OG0011425,"XP_020606505.1, XP_020613133.1, XP_020625397.1"
OG0011426,XP_020632515.1
OG0011427,XP_020600645.1
OG0011428,XP_020613280.1
OG0011429,XP_020609851.1
OG0011430,
OG0011431,XP_020601250.1
OG0011432,XP_020623713.1
OG0011433,XP_020611989.1
OG0011434,XP_020603782.1
OG0011435,"XP_020621770.1, XP_020630894.1"
OG0011436,XP_020614668.1
OG0011437,XP_020614600.1
OG0011438,XP_020605061.1
OG0011439,
OG0011440,XP_020624674.1
OG0011441,XP_020606123.1
OG0011442,"XP_020623991.1, XP_020631002.1, XP_020632272.1"
OG0011443,"XP_020619954.1, XP_020619955.1"
OG0011444,XP_020600932.1
OG0011445,
OG0011446,XP_020620149.1
OG0011447,XP_020608349.1
OG0011448,XP_020607361.1
OG0011449,XP_020632525.1
OG0011450,XP_020607808.1
OG0011451,XP_020607809.1
OG0011452,XP_020603062.1
OG0011453,XP_020622415.1
OG0011454,XP_020624593.1
OG0011455,XP_020628870.1
OG0011456,XP_020627840.1
OG0011457,XP_020614786.1
OG0011458,XP_020624123.1
OG0011459,XP_020632572.1
OG0011460,XP_020611034.1
OG0011461,"XP_020620874.1, XP_020620888.1, XP_020620989.1, XP_020620990.1"
OG0011462,"XP_020616953.1, XP_020616971.1, XP_020629959.1"
OG0011463,XP_020629060.1
OG0011464,XP_020630175.1
OG0011465,XP_020630124.1
OG0011466,XP_020630118.1
OG0011467,"XP_020605452.1, XP_020605457.1"
OG0011468,"XP_020624978.1, XP_020624980.1"
OG0011469,
OG0011470,"XP_020604250.1, XP_020604371.1"
OG0011471,"XP_020631408.1, XP_020631409.1"
OG0011472,XP_020616606.1
OG0011473,XP_020619975.1
OG0011474,XP_020619962.1
OG0011475,XP_020627485.1
OG0011476,
OG0011477,
OG0011478,XP_020603505.1
OG0011479,XP_020612661.1
OG0011480,"XP_020617126.1, XP_020617134.1"
OG0011481,XP_020609349.1
OG0011482,"XP_020606552.1, XP_020625975.1"
OG0011483,XP_020629223.1
OG0011484,"XP_020627171.1, XP_020627173.1"
OG0011485,XP_020629337.1
OG0011486,XP_020605202.1
OG0011487,
OG0011488,"XP_020614978.1, XP_020614986.1, XP_020620115.1"
OG0011489,XP_020621021.1
OG0011490,XP_020607747.1
OG0011491,XP_020605422.1
OG0011492,XP_020609636.1
OG0011493,"XP_020621908.1, XP_020621910.1"
OG0011494,"XP_020612486.1, XP_020626467.1"
OG0011495,XP_020632410.1
OG0011496,
OG0011497,XP_020629394.1
OG0011498,XP_020604428.1
OG0011499,"XP_020613819.1, XP_020613863.1"
OG0011500,XP_020632603.1
OG0011501,XP_020628095.1
OG0011502,"XP_020602057.1, XP_020602893.1"
OG0011503,"XP_020615019.1, XP_020615023.1, XP_020628021.1"
OG0011504,"XP_020603291.1, XP_020603306.1"
OG0011505,XP_020608909.1
OG0011506,"XP_020614871.1, XP_020614897.1"
OG0011507,"XP_020621334.1, XP_020621335.1"
OG0011508,XP_020602861.1
OG0011509,XP_020611232.1
OG0011510,XP_020604490.1
OG0011511,"XP_020601050.1, XP_020610910.1"
OG0011512,XP_020625266.1
OG0011513,XP_020631001.1
OG0011514,"XP_020601781.1, XP_020610325.1"
OG0011515,XP_020624675.1
OG0011516,"XP_020612156.1, XP_020619881.1"
OG0011517,"XP_020622513.1, XP_020622517.1, XP_020622521.1"
OG0011518,"XP_020610809.1, XP_020610875.1"
OG0011519,"XP_020610231.1, XP_020610233.1"
OG0011520,XP_020616299.1
OG0011521,
OG0011522,XP_020604380.1
OG0011523,"XP_020609124.1, XP_020625146.1"
OG0011524,XP_020619520.1
OG0011525,XP_020619488.1
OG0011526,XP_020626768.1
OG0011527,XP_020626873.1
OG0011528,"XP_020620479.1, XP_020624783.1"
OG0011529,XP_020602182.1
OG0011530,XP_020610752.1
OG0011531,"XP_020605023.1, XP_020605027.1, XP_020631049.1"
OG0011532,XP_020619801.1
OG0011533,XP_020623139.1
OG0011534,
OG0011535,XP_020607563.1
OG0011536,XP_020622022.1
OG0011537,"XP_020600769.1, XP_020600771.1"
OG0011538,"XP_020612894.1, XP_020621206.1, XP_020624912.1"
OG0011539,XP_020626704.1
OG0011540,XP_020605305.1
OG0011541,XP_020601743.1
OG0011542,"XP_020610060.1, XP_020610076.1"
OG0011543,
OG0011544,"XP_020606645.1, XP_020606648.1"
OG0011545,XP_020606643.1
OG0011546,"XP_020607091.1, XP_020607092.1"
OG0011547,XP_020607090.1
OG0011548,XP_020621505.1
OG0011549,"XP_020621542.1, XP_020621650.1"
OG0011550,
OG0011551,XP_020626718.1
OG0011552,XP_020619135.1
OG0011553,XP_020625869.1
OG0011554,"XP_020621116.1, XP_020626837.1, XP_020626838.1"
OG0011555,XP_020627770.1
OG0011556,XP_020632847.1
OG0011557,XP_020619689.1
OG0011558,XP_020619688.1
OG0011559,XP_020610890.1
OG0011560,XP_020629598.1
OG0011561,
OG0011562,XP_020626626.1
OG0011563,XP_020615452.1
OG0011564,"XP_020606041.1, XP_020615821.1"
OG0011565,XP_020615816.1
OG0011566,"XP_020601448.1, XP_020611613.1, XP_020615794.1"
OG0011567,XP_020605913.1
OG0011568,XP_020624844.1
OG0011569,"XP_020611906.1, XP_020611931.1"
OG0011570,"XP_020606568.1, XP_020610739.1, XP_020625959.1"
OG0011571,
OG0011572,XP_020622937.1
OG0011573,XP_020612209.1
OG0011574,XP_020612199.1
OG0011575,XP_020628075.1
OG0011576,XP_020632915.1
OG0011577,XP_020628419.1
OG0011578,XP_020615899.1
OG0011579,"XP_020609032.1, XP_020615904.1"
OG0011580,XP_020615242.1
OG0011581,"XP_020614315.1, XP_020614364.1"
OG0011582,XP_020616338.1
OG0011583,XP_020606256.1
OG0011584,XP_020610213.1
OG0011585,"XP_020613535.1, XP_020613868.1, XP_020623547.1"
OG0011586,
OG0011587,XP_020610428.1
OG0011588,XP_020612570.1
OG0011589,XP_020619241.1
OG0011590,XP_020605788.1
OG0011591,"XP_020613312.1, XP_020613323.1, XP_020613343.1"
OG0011592,XP_020604969.1
OG0011593,XP_020625790.1
OG0011594,XP_020625780.1
OG0011595,"XP_020625775.1, XP_020625795.1"
OG0011596,XP_020606516.1
OG0011597,XP_020607286.1
OG0011598,XP_020622660.1
OG0011599,XP_020613799.1
OG0011600,XP_020613916.1
OG0011601,XP_020607719.1
OG0011602,"XP_020626907.1, XP_020626908.1"
OG0011603,XP_020614295.1
OG0011604,"XP_020608124.1, XP_020608125.1"
OG0011605,XP_020630703.1
OG0011606,XP_020601657.1
OG0011607,XP_020624382.1
OG0011608,"XP_020609042.1, XP_020624361.1, XP_020624380.1"
OG0011609,XP_020618941.1
OG0011610,XP_020614868.1
OG0011611,"XP_020616586.1, XP_020616623.1"
OG0011612,XP_020607526.1
OG0011613,"XP_020607590.1, XP_020609256.1"
OG0011614,"XP_020608217.1, XP_020613378.1, XP_020623031.1, XP_020632707.1"
OG0011615,"XP_020609390.1, XP_020622437.1"
OG0011616,"XP_020608198.1, XP_020631708.1"
OG0011617,XP_020631446.1
OG0011618,XP_020631699.1
OG0011619,"XP_020617523.1, XP_020617526.1, XP_020617527.1"
OG0011620,"XP_020613615.1, XP_020613891.1"
OG0011621,"XP_020629783.1, XP_020629823.1"
OG0011622,XP_020604238.1
OG0011623,XP_020603754.1
OG0011624,XP_020602582.1
OG0011625,XP_020608009.1
OG0011626,XP_020623183.1
OG0011627,XP_020607055.1
OG0011628,XP_020630460.1
OG0011629,"XP_020607096.1, XP_020632805.1"
OG0011630,XP_020630240.1
OG0011631,XP_020617706.1
OG0011632,XP_020626058.1
OG0011633,XP_020626074.1
OG0011634,XP_020622782.1
OG0011635,XP_020600901.1
OG0011636,XP_020600854.1
OG0011637,XP_020622595.1
OG0011638,"XP_020601439.1, XP_020601465.1"
OG0011639,XP_020629563.1
OG0011640,XP_020627080.1
OG0011641,"XP_020630573.1, XP_020630594.1"
OG0011642,"XP_020627049.1, XP_020627075.1"
OG0011643,XP_020611099.1
OG0011644,XP_020613871.1
OG0011645,XP_020630504.1
OG0011646,XP_020610164.1
OG0011647,XP_020623108.1
OG0011648,XP_020623090.1
OG0011649,XP_020623063.1
OG0011650,XP_020613796.1
OG0011651,"XP_020617264.1, XP_020626572.1"
OG0011652,XP_020607722.1
OG0011653,"XP_020611999.1, XP_020612037.1"
OG0011654,XP_020624021.1
OG0011655,XP_020625684.1
OG0011656,XP_020627654.1
OG0011657,XP_020620641.1
OG0011658,XP_020626900.1
OG0011659,"XP_020614216.1, XP_020629098.1, XP_020630374.1"
OG0011660,"XP_020628553.1, XP_020628562.1"
OG0011661,XP_020624343.1
OG0011662,"XP_020600752.1, XP_020600793.1, XP_020600794.1, XP_020600795.1"
OG0011663,XP_020631780.1
OG0011664,XP_020631804.1
OG0011665,XP_020612923.1
OG0011666,"XP_020609368.1, XP_020609370.1, XP_020609376.1, XP_020618306.1"
OG0011667,
OG0011668,XP_020607146.1
OG0011669,XP_020610816.1
OG0011670,XP_020612499.1
OG0011671,XP_020615682.1
OG0011672,"XP_020600411.1, XP_020600550.1, XP_020600561.1, XP_020605182.1"
OG0011673,"XP_020604500.1, XP_020604501.1, XP_020604529.1, XP_020604567.1, XP_020604569.1"
OG0011674,"XP_020604782.1, XP_020613849.1, XP_020613881.1, XP_020624636.1"
OG0011675,"XP_020606382.1, XP_020615247.1, XP_020615250.1, XP_020618262.1, XP_020623152.1"
OG0011676,"XP_020609637.1, XP_020630688.1"
OG0011677,XP_020610322.1
OG0011678,"XP_020610685.1, XP_020614207.1, XP_020624942.1, XP_020624993.1, XP_020631558.1"
OG0011679,"XP_020612267.1, XP_020619672.1, XP_020625468.1, XP_020628452.1, XP_020628516.1"
OG0011680,"XP_020613177.1, XP_020613180.1, XP_020613194.1, XP_020613196.1, XP_020613197.1"
OG0011681,XP_020613715.1
OG0011682,XP_020613959.1
OG0011683,XP_020614387.1
OG0011684,XP_020614540.1
OG0011685,XP_020616814.1
OG0011686,"XP_020617672.1, XP_020617674.1"
OG0011687,XP_020621924.1
OG0011688,XP_020622213.1
OG0011689,"XP_020624469.1, XP_020627870.1, XP_020627932.1, XP_020627963.1"
OG0011690,"XP_020625503.1, XP_020625538.1, XP_020625539.1, XP_020625593.1, XP_020625594.1"
OG0011691,
OG0011692,
OG0011693,
OG0011694,
OG0011695,
OG0011696,
OG0011697,
OG0011698,
OG0011699,
OG0011700,
OG0011701,
OG0011702,
OG0011703,
OG0011704,
OG0011705,
OG0011706,
OG0011707,
OG0011708,
OG0011709,
OG0011710,
OG0011711,
OG0011712,
OG0011713,
OG0011714,
OG0011715,
OG0011716,
OG0011717,
OG0011718,
OG0011719,
OG0011720,
OG0011721,
OG0011722,
OG0011723,
OG0011724,
OG0011725,
OG0011726,
OG0011727,
OG0011728,
OG0011729,
OG0011730,
OG0011731,
OG0011732,
OG0011733,
OG0011734,
OG0011735,
OG0011736,
OG0011737,
OG0011738,
OG0011739,
OG0011740,
OG0011741,
OG0011742,
OG0011743,
OG0011744,
OG0011745,
OG0011746,
OG0011747,
OG0011748,
OG0011749,
OG0011750,
OG0011751,
OG0011752,
OG0011753,
OG0011754,
OG0011755,
OG0011756,
OG0011757,
OG0011758,
OG0011759,XP_020617501.1
OG0011760,
OG0011761,
OG0011762,
OG0011763,
OG0011764,
OG0011765,
OG0011766,
OG0011767,
OG0011768,
OG0011769,
OG0011770,
OG0011771,
OG0011772,
OG0011773,
OG0011774,
OG0011775,
OG0011776,
OG0011777,
OG0011778,
OG0011779,
OG0011780,
OG0011781,
OG0011782,
OG0011783,
OG0011784,
OG0011785,
OG0011786,
OG0011787,
OG0011788,XP_020632465.1
OG0011789,XP_020609872.1
OG0011790,
OG0011791,XP_020629351.1
OG0011792,
OG0011793,
OG0011794,
OG0011795,
OG0011796,
OG0011797,
OG0011798,
OG0011799,
OG0011800,
OG0011801,
OG0011802,
OG0011803,
OG0011804,
OG0011805,
OG0011806,
OG0011807,
OG0011808,
OG0011809,
OG0011810,
OG0011811,
OG0011812,
OG0011813,
OG0011814,
OG0011815,
OG0011816,
OG0011817,
OG0011818,
OG0011819,
OG0011820,
OG0011821,
OG0011822,
OG0011823,
OG0011824,
OG0011825,
OG0011826,XP_020618207.1
OG0011827,
OG0011828,
OG0011829,
OG0011830,
OG0011831,
OG0011832,
OG0011833,
OG0011834,
OG0011835,
OG0011836,
OG0011837,XP_020616511.1
OG0011838,
OG0011839,
OG0011840,
OG0011841,"XP_020618131.1, XP_020618152.1"
OG0011842,
OG0011843,
OG0011844,XP_020604351.1
OG0011845,
OG0011846,
OG0011847,
OG0011848,XP_020625371.1
OG0011849,
OG0011850,
OG0011851,
OG0011852,
OG0011853,
OG0011854,
OG0011855,
OG0011856,
OG0011857,
OG0011858,XP_020608508.1
OG0011859,
OG0011860,
OG0011861,
OG0011862,
OG0011863,
OG0011864,
OG0011865,
OG0011866,
OG0011867,
OG0011868,
OG0011869,
OG0011870,
OG0011871,
OG0011872,
OG0011873,
OG0011874,
OG0011875,
OG0011876,
OG0011877,
OG0011878,
OG0011879,
OG0011880,
OG0011881,
OG0011882,XP_020611032.1
OG0011883,
OG0011884,
OG0011885,
OG0011886,
OG0011887,
OG0011888,
OG0011889,
OG0011890,
OG0011891,
OG0011892,
OG0011893,
OG0011894,
OG0011895,XP_020632276.1
OG0011896,
OG0011897,
OG0011898,
OG0011899,
OG0011900,
OG0011901,
OG0011902,
OG0011903,
OG0011904,
OG0011905,
OG0011906,
OG0011907,XP_020629130.1
OG0011908,
OG0011909,
OG0011910,
OG0011911,
OG0011912,
OG0011913,
OG0011914,
OG0011915,
OG0011916,
OG0011917,
OG0011918,
OG0011919,
OG0011920,
OG0011921,
OG0011922,
OG0011923,XP_020606219.1
OG0011924,
OG0011925,
OG0011926,
OG0011927,
OG0011928,
OG0011929,
OG0011930,
OG0011931,XP_020623515.1
OG0011932,
OG0011933,
OG0011934,
OG0011935,
OG0011936,
OG0011937,
OG0011938,
OG0011939,
OG0011940,
OG0011941,
OG0011942,
OG0011943,
OG0011944,
OG0011945,
OG0011946,
OG0011947,
OG0011948,XP_020608203.1
OG0011949,XP_020632082.1
OG0011950,
OG0011951,
OG0011952,
OG0011953,
OG0011954,
OG0011955,
OG0011956,
OG0011957,XP_020625718.1
OG0011958,XP_020611994.1
OG0011959,
OG0011960,
OG0011961,
OG0011962,
OG0011963,XP_020606959.1
OG0011964,
OG0011965,
OG0011966,
OG0011967,XP_020601862.1
OG0011968,
OG0011969,
OG0011970,
OG0011971,
OG0011972,
OG0011973,
OG0011974,
OG0011975,XP_020625315.1
OG0011976,
OG0011977,
OG0011978,XP_020630121.1
OG0011979,
OG0011980,XP_020601192.1
OG0011981,XP_020630700.1
OG0011982,
OG0011983,
OG0011984,XP_020631330.1
OG0011985,
OG0011986,
OG0011987,
OG0011988,XP_020621438.1
OG0011989,XP_020615001.1
OG0011990,
OG0011991,
OG0011992,
OG0011993,
OG0011994,XP_020624470.1
OG0011995,XP_020611878.1
OG0011996,
OG0011997,
OG0011998,"XP_020605868.1, XP_020620063.1"
OG0011999,
OG0012000,
OG0012001,
OG0012002,
OG0012003,
OG0012004,
OG0012005,
OG0012006,
OG0012007,
OG0012008,
OG0012009,
OG0012010,
OG0012011,
OG0012012,
OG0012013,
OG0012014,
OG0012015,
OG0012016,XP_020616494.1
OG0012017,XP_020624251.1
OG0012018,XP_020611603.1
OG0012019,XP_020611359.1
OG0012020,
OG0012021,
OG0012022,
OG0012023,XP_020630503.1
OG0012024,
OG0012025,XP_020632033.1
OG0012026,
OG0012027,
OG0012028,
OG0012029,
OG0012030,
OG0012031,XP_020609121.1
OG0012032,
OG0012033,
OG0012034,
OG0012035,
OG0012036,
OG0012037,
OG0012038,
OG0012039,
OG0012040,
OG0012041,
OG0012042,XP_020628489.1
OG0012043,
OG0012044,
OG0012045,
OG0012046,XP_020607173.1
OG0012047,
OG0012048,XP_020621470.1
OG0012049,
OG0012050,
OG0012051,
OG0012052,
OG0012053,
OG0012054,
OG0012055,
OG0012056,
OG0012057,
OG0012058,
OG0012059,
OG0012060,
OG0012061,
OG0012062,
OG0012063,
OG0012064,
OG0012065,
OG0012066,
OG0012067,
OG0012068,
OG0012069,
OG0012070,
OG0012071,XP_020626979.1
OG0012072,
OG0012073,
OG0012074,
OG0012075,
OG0012076,XP_020612899.1
OG0012077,
OG0012078,XP_020630385.1
OG0012079,"XP_020629054.1, XP_020629090.1"
OG0012080,
OG0012081,
OG0012082,
OG0012083,
OG0012084,
OG0012085,
OG0012086,
OG0012087,XP_020612406.1
OG0012088,XP_020622054.1
OG0012089,
OG0012090,
OG0012091,
OG0012092,
OG0012093,
OG0012094,
OG0012095,
OG0012096,
OG0012097,
OG0012098,
OG0012099,
OG0012100,
OG0012101,
OG0012102,
OG0012103,
OG0012104,
OG0012105,
OG0012106,
OG0012107,
OG0012108,XP_020614528.1
OG0012109,XP_020613411.1
OG0012110,
OG0012111,
OG0012112,XP_020617342.1
OG0012113,XP_020609826.1
OG0012114,
OG0012115,
OG0012116,
OG0012117,
OG0012118,
OG0012119,
OG0012120,
OG0012121,XP_020620203.1
OG0012122,
OG0012123,XP_020614332.1
OG0012124,
OG0012125,
OG0012126,XP_020609745.1
OG0012127,
