OG,Cnat_Orthofinder_input
OG0008517,TRINITY_DN248435_c1_g1_i1.p1
OG0008518,"TRINITY_DN248480_c0_g1_i3.p2, TRINITY_DN248480_c0_g1_i3.p3"
OG0008519,TRINITY_DN248480_c0_g1_i3.p1
OG0008520,TRINITY_DN248679_c0_g1_i2.p1
OG0008521,TRINITY_DN248689_c0_g1_i1.p1
OG0008522,"TRINITY_DN248701_c0_g1_i1.p1, TRINITY_DN269319_c0_g1_i3.p2, TRINITY_DN277095_c4_g4_i5.p1"
OG0008523,"TRINITY_DN248768_c0_g1_i1.p1, TRINITY_DN268153_c0_g1_i5.p1, TRINITY_DN288083_c2_g1_i3.p1"
OG0008524,TRINITY_DN248811_c0_g2_i2.p1
OG0008525,"TRINITY_DN248833_c0_g1_i4.p1, TRINITY_DN250751_c3_g1_i2.p1, TRINITY_DN349528_c0_g1_i1.p1"
OG0008526,TRINITY_DN248850_c0_g2_i4.p1
OG0008527,"TRINITY_DN248979_c0_g1_i2.p1, TRINITY_DN296637_c0_g4_i4.p1, TRINITY_DN307334_c0_g1_i2.p3"
OG0008528,"TRINITY_DN249118_c0_g1_i1.p1, TRINITY_DN260134_c0_g5_i8.p1"
OG0008529,TRINITY_DN249125_c0_g3_i7.p2
OG0008530,"TRINITY_DN249230_c0_g1_i2.p1, TRINITY_DN258576_c0_g2_i1.p1"
OG0008531,"TRINITY_DN249260_c0_g1_i2.p1, TRINITY_DN45892_c0_g1_i1.p1"
OG0008532,TRINITY_DN249448_c0_g1_i4.p1
OG0008533,"TRINITY_DN249501_c0_g2_i3.p1, TRINITY_DN310585_c0_g1_i2.p1, TRINITY_DN310585_c1_g1_i3.p1"
OG0008534,"TRINITY_DN249513_c0_g1_i1.p1, TRINITY_DN315001_c4_g1_i2.p1"
OG0008535,TRINITY_DN249549_c0_g3_i2.p1
OG0008536,"TRINITY_DN249680_c0_g4_i1.p1, TRINITY_DN259352_c0_g4_i2.p1"
OG0008537,TRINITY_DN249690_c0_g1_i1.p1
OG0008538,"TRINITY_DN249789_c0_g1_i3.p1, TRINITY_DN301759_c0_g2_i5.p1"
OG0008539,TRINITY_DN249802_c2_g1_i1.p1
OG0008540,TRINITY_DN249806_c0_g3_i1.p1
OG0008541,"TRINITY_DN249868_c0_g1_i2.p2, TRINITY_DN264877_c0_g1_i3.p1, TRINITY_DN94236_c0_g1_i1.p1"
OG0008542,TRINITY_DN249884_c0_g2_i1.p1
OG0008543,TRINITY_DN249897_c0_g1_i1.p1
OG0008544,TRINITY_DN249916_c0_g1_i1.p1
OG0008545,TRINITY_DN249932_c0_g1_i1.p1
OG0008546,"TRINITY_DN250010_c0_g2_i1.p1, TRINITY_DN308388_c1_g3_i9.p1, TRINITY_DN311646_c3_g1_i2.p1"
OG0008547,TRINITY_DN250027_c0_g2_i1.p1
OG0008548,TRINITY_DN250048_c5_g1_i3.p1
OG0008549,"TRINITY_DN250135_c0_g1_i1.p1, TRINITY_DN396548_c0_g1_i1.p1"
OG0008550,TRINITY_DN250145_c0_g1_i9.p1
OG0008551,TRINITY_DN250228_c0_g1_i3.p1
OG0008552,"TRINITY_DN250314_c0_g1_i3.p1, TRINITY_DN250314_c1_g1_i2.p1, TRINITY_DN290139_c2_g7_i2.p1"
OG0008553,TRINITY_DN250328_c0_g1_i5.p1
OG0008554,TRINITY_DN250348_c0_g7_i1.p1
OG0008555,"TRINITY_DN250363_c0_g2_i1.p1, TRINITY_DN91736_c0_g1_i1.p2"
OG0008556,"TRINITY_DN250434_c0_g1_i4.p1, TRINITY_DN250434_c0_g1_i4.p2, TRINITY_DN62637_c0_g1_i1.p1"
OG0008557,"TRINITY_DN250461_c0_g2_i3.p1, TRINITY_DN257618_c0_g1_i2.p1, TRINITY_DN290445_c1_g2_i7.p1"
OG0008558,TRINITY_DN250503_c1_g2_i2.p1
OG0008559,"TRINITY_DN250624_c0_g1_i2.p1, TRINITY_DN268015_c0_g3_i1.p1"
OG0008560,"TRINITY_DN250705_c0_g1_i2.p1, TRINITY_DN250705_c0_g2_i4.p1"
OG0008561,"TRINITY_DN250712_c0_g2_i1.p1, TRINITY_DN309130_c0_g1_i1.p1, TRINITY_DN309130_c1_g2_i4.p1, TRINITY_DN309130_c1_g3_i1.p1, TRINITY_DN310166_c3_g3_i1.p1"
OG0008562,TRINITY_DN250754_c1_g3_i1.p1
OG0008563,"TRINITY_DN250765_c0_g2_i2.p1, TRINITY_DN298482_c0_g1_i9.p1"
OG0008564,TRINITY_DN250777_c0_g2_i1.p1
OG0008565,TRINITY_DN250801_c0_g1_i6.p1
OG0008566,TRINITY_DN250818_c0_g1_i2.p1
OG0008567,"TRINITY_DN250884_c0_g1_i1.p1, TRINITY_DN294928_c1_g6_i3.p1"
OG0008568,TRINITY_DN250921_c0_g3_i2.p1
OG0008569,"TRINITY_DN250976_c0_g1_i2.p1, TRINITY_DN250976_c1_g1_i3.p1"
OG0008570,"TRINITY_DN251064_c0_g2_i1.p1, TRINITY_DN274670_c3_g1_i4.p1, TRINITY_DN288462_c3_g2_i3.p1"
OG0008571,"TRINITY_DN251102_c2_g4_i1.p1, TRINITY_DN267685_c2_g2_i1.p2, TRINITY_DN283890_c1_g2_i5.p1, TRINITY_DN317566_c4_g1_i11.p2"
OG0008572,"TRINITY_DN251113_c0_g1_i4.p2, TRINITY_DN287550_c1_g2_i5.p1, TRINITY_DN315927_c0_g2_i4.p1"
OG0008573,"TRINITY_DN251148_c0_g1_i3.p2, TRINITY_DN304899_c1_g5_i2.p1"
OG0008574,"TRINITY_DN251153_c0_g1_i1.p1, TRINITY_DN251153_c0_g2_i6.p1"
OG0008575,"TRINITY_DN251214_c0_g1_i2.p1, TRINITY_DN281400_c1_g2_i12.p1, TRINITY_DN282206_c0_g1_i2.p1"
OG0008576,TRINITY_DN251223_c0_g1_i1.p1
OG0008577,TRINITY_DN251229_c0_g1_i8.p2
OG0008578,"TRINITY_DN251286_c0_g1_i2.p1, TRINITY_DN259781_c0_g2_i3.p1"
OG0008579,"TRINITY_DN251296_c1_g1_i1.p1, TRINITY_DN293331_c2_g2_i3.p1"
OG0008580,"TRINITY_DN251384_c0_g1_i2.p1, TRINITY_DN336657_c0_g1_i1.p1"
OG0008581,"TRINITY_DN251394_c0_g2_i1.p1, TRINITY_DN251394_c0_g3_i5.p1"
OG0008582,TRINITY_DN251479_c0_g1_i2.p1
OG0008583,TRINITY_DN251560_c0_g1_i7.p2
OG0008584,"TRINITY_DN251668_c0_g1_i4.p1, TRINITY_DN267147_c0_g5_i1.p1"
OG0008585,TRINITY_DN251675_c0_g1_i5.p1
OG0008586,"TRINITY_DN251705_c1_g1_i2.p1, TRINITY_DN303149_c0_g1_i11.p1"
OG0008587,TRINITY_DN251710_c0_g1_i9.p1
OG0008588,"TRINITY_DN251853_c1_g4_i3.p1, TRINITY_DN285830_c3_g6_i1.p1, TRINITY_DN522084_c0_g1_i1.p1"
OG0008589,"TRINITY_DN251929_c1_g1_i4.p1, TRINITY_DN251929_c1_g1_i4.p2"
OG0008590,"TRINITY_DN251958_c0_g2_i1.p1, TRINITY_DN301432_c0_g1_i5.p2"
OG0008591,TRINITY_DN251999_c0_g2_i2.p1
OG0008592,"TRINITY_DN252027_c0_g2_i2.p1, TRINITY_DN538151_c0_g1_i1.p1"
OG0008593,TRINITY_DN252062_c0_g1_i1.p1
OG0008594,"TRINITY_DN252169_c2_g1_i4.p2, TRINITY_DN63514_c0_g1_i1.p1"
OG0008595,TRINITY_DN252172_c0_g1_i2.p1
OG0008596,"TRINITY_DN252174_c1_g2_i3.p1, TRINITY_DN294158_c3_g1_i1.p1, TRINITY_DN314638_c1_g3_i10.p1, TRINITY_DN316192_c4_g1_i5.p1"
OG0008597,"TRINITY_DN252187_c1_g1_i1.p1, TRINITY_DN252187_c1_g2_i2.p3"
OG0008598,"TRINITY_DN252193_c0_g1_i1.p1, TRINITY_DN285216_c0_g1_i1.p3"
OG0008599,"TRINITY_DN252284_c0_g1_i4.p1, TRINITY_DN297482_c1_g1_i1.p2"
OG0008600,TRINITY_DN252302_c0_g2_i1.p2
OG0008601,"TRINITY_DN252406_c0_g1_i1.p1, TRINITY_DN289586_c0_g1_i1.p1, TRINITY_DN289586_c0_g2_i1.p1, TRINITY_DN318281_c2_g1_i6.p1, TRINITY_DN321262_c0_g1_i1.p1"
OG0008602,"TRINITY_DN252497_c0_g1_i2.p1, TRINITY_DN289477_c1_g2_i5.p1"
OG0008603,"TRINITY_DN252500_c0_g1_i2.p2, TRINITY_DN255518_c1_g6_i1.p3"
OG0008604,TRINITY_DN252550_c0_g2_i1.p1
OG0008605,"TRINITY_DN252606_c1_g1_i1.p1, TRINITY_DN573091_c0_g1_i1.p1"
OG0008606,"TRINITY_DN252630_c0_g1_i2.p1, TRINITY_DN46112_c0_g1_i1.p2"
OG0008607,"TRINITY_DN252653_c0_g5_i3.p1, TRINITY_DN254480_c1_g1_i1.p1"
OG0008608,"TRINITY_DN252676_c0_g1_i2.p1, TRINITY_DN252676_c0_g2_i1.p2, TRINITY_DN572574_c0_g1_i1.p1"
OG0008609,TRINITY_DN252897_c0_g1_i2.p1
OG0008610,"TRINITY_DN252983_c0_g1_i1.p1, TRINITY_DN300876_c1_g1_i4.p1"
OG0008611,"TRINITY_DN253082_c0_g1_i1.p2, TRINITY_DN395027_c0_g1_i1.p1"
OG0008612,TRINITY_DN253090_c0_g1_i6.p1
OG0008613,TRINITY_DN253148_c3_g2_i2.p2
OG0008614,TRINITY_DN253173_c0_g2_i3.p1
OG0008615,"TRINITY_DN253271_c1_g1_i1.p1, TRINITY_DN259354_c2_g3_i2.p1"
OG0008616,"TRINITY_DN253443_c1_g2_i3.p1, TRINITY_DN253443_c1_g3_i2.p1, TRINITY_DN307302_c2_g4_i1.p1, TRINITY_DN314565_c2_g3_i2.p1"
OG0008617,"TRINITY_DN253444_c1_g4_i1.p1, TRINITY_DN253444_c1_g5_i1.p1, TRINITY_DN633373_c0_g1_i1.p1"
OG0008618,"TRINITY_DN253723_c1_g1_i5.p3, TRINITY_DN284412_c0_g7_i1.p1"
OG0008619,TRINITY_DN253724_c0_g2_i7.p1
OG0008620,TRINITY_DN253726_c0_g3_i1.p1
OG0008621,"TRINITY_DN253826_c0_g2_i3.p1, TRINITY_DN258516_c0_g3_i5.p1"
OG0008622,"TRINITY_DN253826_c0_g4_i3.p1, TRINITY_DN264825_c1_g7_i1.p1"
OG0008623,"TRINITY_DN253852_c0_g2_i1.p1, TRINITY_DN329269_c0_g1_i1.p2, TRINITY_DN53916_c0_g1_i1.p1"
OG0008624,"TRINITY_DN253855_c0_g1_i3.p1, TRINITY_DN253855_c0_g2_i3.p1"
OG0008625,"TRINITY_DN253860_c2_g3_i5.p1, TRINITY_DN256822_c1_g3_i1.p1"
OG0008626,TRINITY_DN253875_c0_g2_i2.p1
OG0008627,TRINITY_DN253970_c1_g1_i5.p2
OG0008628,TRINITY_DN254003_c0_g1_i5.p1
OG0008629,"TRINITY_DN254019_c0_g2_i1.p1, TRINITY_DN388073_c0_g1_i1.p1"
OG0008630,"TRINITY_DN254045_c0_g2_i3.p1, TRINITY_DN572364_c0_g1_i1.p1"
OG0008631,"TRINITY_DN254046_c0_g3_i1.p1, TRINITY_DN317371_c3_g1_i1.p1"
OG0008632,TRINITY_DN254053_c0_g2_i2.p1
OG0008633,"TRINITY_DN254074_c0_g2_i3.p1, TRINITY_DN267766_c0_g1_i4.p1"
OG0008634,"TRINITY_DN254081_c0_g1_i5.p1, TRINITY_DN304419_c2_g2_i1.p1"
OG0008635,TRINITY_DN254186_c0_g1_i2.p1
OG0008636,"TRINITY_DN254273_c1_g1_i1.p1, TRINITY_DN301517_c1_g2_i2.p1, TRINITY_DN307599_c0_g2_i1.p1"
OG0008637,TRINITY_DN254309_c0_g1_i1.p1
OG0008638,TRINITY_DN254366_c0_g1_i1.p1
OG0008639,TRINITY_DN254384_c3_g5_i1.p1
OG0008640,TRINITY_DN254430_c0_g1_i1.p1
OG0008641,TRINITY_DN254441_c0_g1_i1.p2
OG0008642,TRINITY_DN254522_c0_g1_i2.p1
OG0008643,TRINITY_DN254536_c1_g1_i3.p1
OG0008644,TRINITY_DN254575_c0_g1_i2.p1
OG0008645,"TRINITY_DN254677_c0_g1_i3.p1, TRINITY_DN254677_c0_g1_i3.p2"
OG0008646,"TRINITY_DN254687_c1_g6_i2.p1, TRINITY_DN460317_c0_g1_i1.p1"
OG0008647,"TRINITY_DN254768_c0_g1_i1.p1, TRINITY_DN655093_c0_g1_i1.p1, TRINITY_DN96897_c0_g1_i1.p1"
OG0008648,TRINITY_DN254773_c1_g2_i7.p1
OG0008649,"TRINITY_DN254876_c1_g3_i4.p1, TRINITY_DN279812_c0_g1_i6.p1, TRINITY_DN309958_c0_g3_i2.p1"
OG0008650,TRINITY_DN255003_c0_g1_i1.p1
OG0008651,"TRINITY_DN255050_c0_g3_i1.p1, TRINITY_DN267730_c0_g1_i8.p1"
OG0008652,"TRINITY_DN255077_c0_g1_i20.p1, TRINITY_DN255077_c0_g1_i20.p2"
OG0008653,TRINITY_DN255139_c0_g1_i4.p1
OG0008654,TRINITY_DN255179_c0_g1_i11.p1
OG0008655,TRINITY_DN255250_c1_g3_i3.p1
OG0008656,TRINITY_DN255266_c0_g2_i1.p1
OG0008657,"TRINITY_DN255294_c0_g1_i2.p1, TRINITY_DN258575_c0_g1_i3.p1"
OG0008658,"TRINITY_DN255325_c1_g3_i2.p1, TRINITY_DN284745_c1_g3_i5.p1, TRINITY_DN284745_c2_g1_i1.p1"
OG0008659,"TRINITY_DN255354_c0_g2_i2.p1, TRINITY_DN260515_c0_g1_i3.p1"
OG0008660,"TRINITY_DN255396_c2_g1_i1.p1, TRINITY_DN255972_c0_g2_i5.p1, TRINITY_DN279454_c2_g1_i3.p1, TRINITY_DN279454_c2_g2_i4.p1, TRINITY_DN306784_c0_g1_i5.p1"
OG0008661,"TRINITY_DN255410_c1_g1_i2.p1, TRINITY_DN290136_c1_g1_i1.p1"
OG0008662,TRINITY_DN255443_c0_g1_i9.p1
OG0008663,TRINITY_DN255530_c0_g2_i2.p1
OG0008664,"TRINITY_DN255543_c0_g1_i7.p1, TRINITY_DN64776_c0_g1_i1.p1, TRINITY_DN650409_c0_g1_i1.p1"
OG0008665,"TRINITY_DN255551_c0_g3_i3.p1, TRINITY_DN255551_c0_g5_i2.p1"
OG0008666,"TRINITY_DN255596_c2_g2_i6.p2, TRINITY_DN255596_c2_g4_i4.p1"
OG0008667,TRINITY_DN255634_c0_g1_i5.p1
OG0008668,TRINITY_DN255658_c0_g3_i1.p1
OG0008669,"TRINITY_DN255666_c0_g3_i4.p1, TRINITY_DN255666_c0_g6_i1.p1"
OG0008670,"TRINITY_DN255684_c1_g1_i2.p1, TRINITY_DN255684_c1_g3_i3.p1, TRINITY_DN263474_c1_g5_i1.p1"
OG0008671,TRINITY_DN255685_c0_g2_i2.p1
OG0008672,TRINITY_DN255700_c1_g2_i3.p1
OG0008673,"TRINITY_DN255879_c0_g4_i1.p1, TRINITY_DN576907_c0_g1_i1.p1"
OG0008674,TRINITY_DN255880_c0_g2_i6.p1
OG0008675,"TRINITY_DN255930_c0_g1_i6.p1, TRINITY_DN316537_c2_g1_i6.p1"
OG0008676,TRINITY_DN256101_c0_g1_i2.p1
OG0008677,TRINITY_DN256209_c0_g6_i1.p1
OG0008678,TRINITY_DN256219_c0_g3_i1.p1
OG0008679,TRINITY_DN256222_c2_g3_i4.p1
OG0008680,"TRINITY_DN256222_c2_g8_i1.p1, TRINITY_DN261149_c1_g4_i3.p2, TRINITY_DN284956_c1_g4_i1.p1"
OG0008681,"TRINITY_DN256438_c1_g6_i2.p1, TRINITY_DN256438_c1_g8_i2.p1, TRINITY_DN308748_c2_g1_i1.p1, TRINITY_DN310330_c2_g3_i1.p1"
OG0008682,"TRINITY_DN256463_c1_g1_i4.p1, TRINITY_DN256463_c1_g3_i7.p1, TRINITY_DN271215_c1_g1_i6.p1, TRINITY_DN307335_c0_g2_i9.p2"
OG0008683,"TRINITY_DN256538_c0_g2_i1.p1, TRINITY_DN396135_c0_g1_i1.p1"
OG0008684,"TRINITY_DN256559_c4_g2_i3.p1, TRINITY_DN256559_c4_g3_i2.p1, TRINITY_DN278723_c0_g1_i4.p1, TRINITY_DN278900_c0_g2_i6.p1, TRINITY_DN307269_c3_g4_i4.p1"
OG0008685,"TRINITY_DN256569_c1_g4_i3.p1, TRINITY_DN256569_c1_g4_i3.p2"
OG0008686,TRINITY_DN256618_c1_g1_i2.p1
OG0008687,"TRINITY_DN256623_c0_g3_i4.p2, TRINITY_DN256623_c0_g5_i1.p1"
OG0008688,TRINITY_DN256650_c0_g2_i1.p1
OG0008689,"TRINITY_DN256693_c0_g1_i6.p1, TRINITY_DN256693_c0_g2_i3.p1"
OG0008690,"TRINITY_DN256703_c0_g1_i2.p1, TRINITY_DN287279_c0_g1_i3.p1"
OG0008691,TRINITY_DN256770_c0_g1_i1.p1
OG0008692,"TRINITY_DN256787_c0_g5_i3.p1, TRINITY_DN303876_c2_g1_i4.p2"
OG0008693,TRINITY_DN256835_c0_g7_i2.p1
OG0008694,"TRINITY_DN256902_c0_g8_i2.p1, TRINITY_DN256902_c0_g8_i2.p2"
OG0008695,"TRINITY_DN256907_c0_g2_i1.p1, TRINITY_DN276042_c0_g1_i2.p1"
OG0008696,TRINITY_DN257188_c2_g13_i2.p1
OG0008697,"TRINITY_DN257204_c0_g4_i2.p4, TRINITY_DN313717_c3_g1_i1.p1"
OG0008698,TRINITY_DN257204_c0_g6_i2.p1
OG0008699,"TRINITY_DN257288_c2_g1_i1.p1, TRINITY_DN262843_c2_g1_i1.p1"
OG0008700,"TRINITY_DN257357_c0_g1_i1.p1, TRINITY_DN257357_c0_g2_i3.p1"
OG0008701,TRINITY_DN257466_c0_g1_i11.p1
OG0008702,TRINITY_DN257500_c0_g1_i5.p1
OG0008703,"TRINITY_DN257526_c0_g4_i2.p1, TRINITY_DN304129_c2_g1_i10.p1"
OG0008704,"TRINITY_DN257572_c0_g1_i4.p1, TRINITY_DN262856_c0_g5_i1.p1"
OG0008705,TRINITY_DN257635_c0_g1_i4.p1
OG0008706,"TRINITY_DN257654_c0_g2_i4.p1, TRINITY_DN264440_c0_g2_i2.p1"
OG0008707,"TRINITY_DN257679_c1_g3_i2.p1, TRINITY_DN257679_c1_g4_i1.p1"
OG0008708,"TRINITY_DN257684_c1_g3_i6.p1, TRINITY_DN312452_c3_g1_i3.p1, TRINITY_DN312452_c4_g1_i1.p1"
OG0008709,TRINITY_DN257729_c3_g4_i2.p1
OG0008710,TRINITY_DN257748_c0_g1_i9.p1
OG0008711,"TRINITY_DN257763_c0_g1_i2.p1, TRINITY_DN271461_c1_g3_i13.p1, TRINITY_DN283618_c0_g1_i5.p2, TRINITY_DN287471_c1_g4_i7.p1"
OG0008712,TRINITY_DN257770_c1_g4_i3.p1
OG0008713,"TRINITY_DN257797_c1_g1_i5.p1, TRINITY_DN257797_c1_g6_i1.p1"
OG0008714,TRINITY_DN257816_c1_g3_i3.p1
OG0008715,"TRINITY_DN257897_c0_g3_i1.p1, TRINITY_DN259150_c0_g2_i1.p1, TRINITY_DN259150_c0_g4_i1.p1"
OG0008716,TRINITY_DN258025_c0_g1_i3.p1
OG0008717,TRINITY_DN258102_c0_g2_i1.p1
OG0008718,"TRINITY_DN258132_c1_g1_i5.p1, TRINITY_DN258132_c1_g2_i3.p2, TRINITY_DN407877_c0_g1_i1.p1"
OG0008719,"TRINITY_DN258157_c0_g1_i2.p1, TRINITY_DN278613_c1_g4_i4.p1"
OG0008720,TRINITY_DN258311_c0_g1_i5.p1
OG0008721,TRINITY_DN258412_c0_g1_i1.p2
OG0008722,"TRINITY_DN258527_c0_g2_i4.p1, TRINITY_DN258527_c0_g3_i1.p1"
OG0008723,"TRINITY_DN258613_c0_g1_i9.p1, TRINITY_DN258613_c0_g2_i2.p1"
OG0008724,TRINITY_DN258653_c1_g5_i2.p1
OG0008725,"TRINITY_DN258662_c2_g4_i1.p1, TRINITY_DN316195_c6_g1_i1.p1"
OG0008726,"TRINITY_DN2586_c0_g1_i2.p1, TRINITY_DN298943_c3_g1_i6.p1, TRINITY_DN303459_c0_g2_i3.p1"
OG0008727,TRINITY_DN258707_c0_g1_i18.p1
OG0008728,"TRINITY_DN258734_c1_g2_i11.p1, TRINITY_DN260692_c0_g1_i6.p1"
OG0008729,TRINITY_DN258920_c0_g1_i1.p1
OG0008730,"TRINITY_DN258978_c0_g1_i6.p1, TRINITY_DN258978_c0_g1_i6.p2"
OG0008731,"TRINITY_DN258988_c0_g1_i10.p1, TRINITY_DN258988_c0_g3_i2.p1"
OG0008732,"TRINITY_DN259071_c0_g1_i1.p1, TRINITY_DN259071_c0_g2_i5.p1"
OG0008733,TRINITY_DN259111_c0_g2_i1.p1
OG0008734,"TRINITY_DN259167_c0_g1_i5.p1, TRINITY_DN259167_c0_g3_i4.p1"
OG0008735,TRINITY_DN259183_c0_g2_i1.p1
OG0008736,TRINITY_DN259372_c9_g7_i1.p1
OG0008737,"TRINITY_DN259397_c0_g1_i1.p1, TRINITY_DN314178_c2_g2_i18.p1"
OG0008738,"TRINITY_DN259425_c1_g3_i1.p1, TRINITY_DN306852_c0_g1_i3.p1"
OG0008739,TRINITY_DN259461_c1_g1_i10.p1
OG0008740,TRINITY_DN259492_c0_g1_i13.p1
OG0008741,"TRINITY_DN259577_c2_g2_i5.p1, TRINITY_DN299716_c2_g1_i6.p1, TRINITY_DN307624_c2_g7_i1.p1, TRINITY_DN307624_c2_g9_i4.p1"
OG0008742,"TRINITY_DN259588_c0_g1_i4.p1, TRINITY_DN271697_c0_g1_i13.p1"
OG0008743,TRINITY_DN259627_c0_g1_i4.p1
OG0008744,TRINITY_DN259638_c0_g1_i1.p1
OG0008745,TRINITY_DN259641_c2_g4_i2.p1
OG0008746,"TRINITY_DN259644_c0_g1_i1.p1, TRINITY_DN259644_c0_g2_i5.p1"
OG0008747,"TRINITY_DN259726_c0_g4_i1.p1, TRINITY_DN544404_c0_g1_i1.p1"
OG0008748,"TRINITY_DN259742_c0_g2_i8.p1, TRINITY_DN286637_c2_g2_i4.p1"
OG0008749,TRINITY_DN259833_c0_g2_i1.p1
OG0008750,"TRINITY_DN259855_c2_g2_i1.p1, TRINITY_DN259855_c2_g5_i3.p1, TRINITY_DN345490_c0_g1_i1.p1"
OG0008751,TRINITY_DN259867_c0_g1_i9.p1
OG0008752,TRINITY_DN260043_c2_g2_i1.p1
OG0008753,TRINITY_DN260051_c0_g1_i4.p1
OG0008754,"TRINITY_DN260065_c0_g1_i2.p1, TRINITY_DN46391_c0_g1_i1.p1"
OG0008755,TRINITY_DN260066_c0_g8_i1.p1
OG0008756,"TRINITY_DN260142_c0_g1_i4.p1, TRINITY_DN264480_c0_g2_i15.p1"
OG0008757,TRINITY_DN260159_c0_g1_i3.p1
OG0008758,"TRINITY_DN260163_c1_g2_i8.p1, TRINITY_DN313598_c0_g2_i1.p1, TRINITY_DN314698_c1_g2_i1.p1"
OG0008759,TRINITY_DN260433_c0_g1_i6.p1
OG0008760,TRINITY_DN260436_c0_g1_i2.p1
OG0008761,"TRINITY_DN260461_c0_g2_i8.p1, TRINITY_DN289958_c0_g2_i1.p1"
OG0008762,TRINITY_DN260545_c1_g2_i2.p1
OG0008763,"TRINITY_DN260568_c0_g2_i3.p1, TRINITY_DN261266_c0_g2_i5.p1, TRINITY_DN301485_c2_g5_i5.p1, TRINITY_DN305904_c2_g1_i4.p1"
OG0008764,TRINITY_DN260576_c2_g9_i1.p1
OG0008765,"TRINITY_DN260594_c0_g6_i3.p1, TRINITY_DN279486_c0_g4_i1.p3"
OG0008766,TRINITY_DN260634_c0_g2_i6.p1
OG0008767,"TRINITY_DN260650_c2_g3_i1.p1, TRINITY_DN260650_c2_g5_i1.p1"
OG0008768,"TRINITY_DN260825_c0_g3_i6.p1, TRINITY_DN262900_c0_g3_i2.p1"
OG0008769,"TRINITY_DN261005_c0_g1_i2.p1, TRINITY_DN273990_c0_g2_i11.p1"
OG0008770,TRINITY_DN261010_c0_g1_i5.p1
OG0008771,"TRINITY_DN261016_c0_g1_i2.p1, TRINITY_DN261016_c0_g1_i2.p2, TRINITY_DN282124_c5_g4_i2.p1"
OG0008772,TRINITY_DN261060_c0_g1_i3.p1
OG0008773,TRINITY_DN261086_c1_g1_i10.p1
OG0008774,TRINITY_DN261095_c0_g2_i3.p1
OG0008775,"TRINITY_DN261097_c1_g1_i4.p1, TRINITY_DN261097_c1_g2_i4.p1, TRINITY_DN318124_c9_g1_i3.p1"
OG0008776,TRINITY_DN261142_c0_g3_i1.p1
OG0008777,TRINITY_DN261195_c1_g4_i2.p1
OG0008778,"TRINITY_DN261254_c3_g2_i6.p1, TRINITY_DN304267_c3_g4_i1.p1"
OG0008779,TRINITY_DN261260_c2_g2_i7.p1
OG0008780,"TRINITY_DN261299_c0_g2_i1.p1, TRINITY_DN269948_c0_g2_i1.p1"
OG0008781,TRINITY_DN261409_c0_g2_i4.p2
OG0008782,TRINITY_DN261415_c0_g1_i1.p1
OG0008783,TRINITY_DN261455_c0_g1_i3.p1
OG0008784,"TRINITY_DN261502_c0_g4_i2.p1, TRINITY_DN278447_c0_g2_i3.p1, TRINITY_DN278447_c0_g6_i1.p1"
OG0008785,"TRINITY_DN261540_c0_g1_i3.p1, TRINITY_DN81685_c0_g1_i1.p1"
OG0008786,"TRINITY_DN261628_c1_g5_i2.p1, TRINITY_DN282764_c0_g1_i5.p3, TRINITY_DN282764_c0_g1_i5.p5"
OG0008787,TRINITY_DN261711_c0_g1_i9.p1
OG0008788,"TRINITY_DN261744_c1_g1_i3.p1, TRINITY_DN269306_c0_g3_i10.p1, TRINITY_DN305059_c1_g1_i4.p1, TRINITY_DN305059_c2_g1_i9.p2"
OG0008789,TRINITY_DN261940_c0_g2_i8.p1
OG0008790,TRINITY_DN261944_c0_g3_i3.p1
OG0008791,"TRINITY_DN261951_c0_g1_i11.p1, TRINITY_DN270476_c0_g1_i7.p1"
OG0008792,TRINITY_DN261977_c3_g2_i1.p1
OG0008793,TRINITY_DN261988_c0_g2_i5.p2
OG0008794,TRINITY_DN261999_c1_g2_i3.p1
OG0008795,TRINITY_DN262031_c0_g4_i3.p1
OG0008796,TRINITY_DN262084_c2_g1_i1.p1
OG0008797,"TRINITY_DN262099_c0_g1_i2.p1, TRINITY_DN262099_c1_g2_i11.p1, TRINITY_DN315747_c6_g1_i8.p1"
OG0008798,TRINITY_DN262123_c1_g1_i1.p1
OG0008799,TRINITY_DN262234_c0_g2_i3.p1
OG0008800,TRINITY_DN262246_c0_g1_i3.p1
OG0008801,"TRINITY_DN262253_c0_g3_i1.p1, TRINITY_DN312418_c2_g1_i7.p1"
OG0008802,TRINITY_DN262284_c0_g1_i2.p1
OG0008803,"TRINITY_DN262315_c1_g3_i4.p1, TRINITY_DN262946_c0_g2_i5.p1"
OG0008804,TRINITY_DN262316_c3_g1_i1.p1
OG0008805,"TRINITY_DN262324_c0_g1_i1.p1, TRINITY_DN383391_c0_g1_i1.p1, TRINITY_DN598404_c0_g1_i1.p1"
OG0008806,TRINITY_DN262334_c0_g1_i19.p1
OG0008807,TRINITY_DN262358_c0_g1_i8.p1
OG0008808,"TRINITY_DN262416_c1_g1_i1.p1, TRINITY_DN262416_c1_g2_i1.p1, TRINITY_DN262416_c2_g1_i1.p1"
OG0008809,TRINITY_DN262420_c0_g2_i3.p1
OG0008810,"TRINITY_DN262450_c0_g2_i16.p1, TRINITY_DN264077_c1_g1_i13.p1"
OG0008811,TRINITY_DN262502_c2_g7_i1.p1
